Geneid	tsid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENSMUSG00000001025	ENSMUST00000200289	10423	3	786	262.0	2.0	9641.0	4820.5	1.0	8.0	8.0	2.0	508.0	254.0
ENSMUSG00000001027	ENSMUST00000021056	30799	24	6622	275.92	23.0	24223.0	1053.17	0.0	0.0	0.0	1.0	1073.0	1073.0
ENSMUSG00000001029	ENSMUST00000106813	9268	4	578	144.5	3.0	8696.0	2898.67	2.0	90.0	45.0	0.0	0.0	0.0
ENSMUSG00000001034	ENSMUST00000079080	5486	7	3026	432.29	6.0	2472.0	412.0	2.0	295.0	147.5	1.0	306.0	306.0
ENSMUSG00000001034	ENSMUST00000108714	5486	7	3076	439.43	6.0	2422.0	403.67	2.0	552.0	276.0	1.0	306.0	306.0
ENSMUSG00000001034	ENSMUST00000125840	5486	7	3141	448.71	6.0	2357.0	392.83	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001036	ENSMUST00000178202	62439	11	4328	393.45	10.0	58131.0	5813.1	3.0	364.0	121.33	1.0	2169.0	2169.0
ENSMUSG00000001036	ENSMUST00000179936	62439	11	4463	405.73	10.0	57996.0	5799.6	3.0	364.0	121.33	1.0	2169.0	2169.0
ENSMUSG00000001039	ENSMUST00000102657	7789	7	824	117.71	6.0	6977.0	1162.83	1.0	66.0	66.0	1.0	138.0	138.0
ENSMUSG00000001052	ENSMUST00000001079	78150	24	5152	214.67	23.0	73044.0	3175.83	1.0	240.0	240.0	1.0	1134.0	1134.0
ENSMUSG00000001053	ENSMUST00000001080	7781	5	2372	474.4	4.0	5417.0	1354.25	2.0	197.0	98.5	1.0	559.0	559.0
ENSMUSG00000001054	ENSMUST00000001081	12225	10	1956	195.6	9.0	10287.0	1143.0	2.0	356.0	178.0	1.0	411.0	411.0
ENSMUSG00000001056	ENSMUST00000127405	3981	4	1046	261.5	3.0	2941.0	980.33	1.0	84.0	84.0	1.0	498.0	498.0
ENSMUSG00000001062	ENSMUST00000122363	11994	15	2967	197.8	14.0	9055.0	646.79	1.0	263.0	263.0	1.0	741.0	741.0
ENSMUSG00000001065	ENSMUST00000001092	15552	11	4082	371.09	10.0	11490.0	1149.0	1.0	522.0	522.0	1.0	1706.0	1706.0
ENSMUSG00000001076	ENSMUST00000064462	3733	2	1476	738.0	1.0	2259.0	2259.0	1.0	90.0	90.0	1.0	669.0	669.0
ENSMUSG00000001082	ENSMUST00000114331	3568	13	1767	135.92	12.0	1825.0	152.08	2.0	132.0	66.0	1.0	254.0	254.0
ENSMUSG00000001089	ENSMUST00000105849	79560	4	7442	1860.5	3.0	72124.0	24041.33	3.0	308.0	102.67	1.0	3927.0	3927.0
ENSMUSG00000001095	ENSMUST00000001122	25132	12	2424	202.0	11.0	22730.0	2066.36	1.0	51.0	51.0	1.0	602.0	602.0
ENSMUSG00000001098	ENSMUST00000102581	16943	7	3110	444.29	6.0	13845.0	2307.5	1.0	81.0	81.0	1.0	2076.0	2076.0
ENSMUSG00000001100	ENSMUST00000001127	10545	11	2065	187.73	10.0	8500.0	850.0	1.0	120.0	120.0	1.0	829.0	829.0
ENSMUSG00000001103	ENSMUST00000001130	1636	3	1354	451.33	2.0	286.0	143.0	1.0	104.0	104.0	1.0	676.0	676.0
ENSMUSG00000001105	ENSMUST00000128788	5378	6	1147	191.17	5.0	4241.0	848.2	3.0	450.0	150.0	1.0	296.0	296.0
ENSMUSG00000001119	ENSMUST00000001147	17378	35	4135	118.14	34.0	13311.0	391.5	1.0	256.0	256.0	1.0	768.0	768.0
ENSMUSG00000001120	ENSMUST00000105411	200029	19	2563	134.89	18.0	197502.0	10972.33	6.0	807.0	134.5	1.0	631.0	631.0
ENSMUSG00000001123	ENSMUST00000108268	21974	10	1530	153.0	9.0	20462.0	2273.56	1.0	131.0	131.0	1.0	422.0	422.0
ENSMUSG00000001127	ENSMUST00000136451	62685	17	2456	144.47	16.0	60261.0	3766.31	1.0	18.0	18.0	7.0	1169.0	167.0
ENSMUSG00000001128	ENSMUST00000001156	6103	9	1645	182.78	8.0	4474.0	559.25	1.0	102.0	102.0	1.0	141.0	141.0
ENSMUSG00000001131	ENSMUST00000115342	4569	6	889	148.17	5.0	3690.0	738.0	2.0	166.0	83.0	1.0	102.0	102.0
ENSMUSG00000001134	ENSMUST00000129899	20271	5	396	79.2	4.0	19883.0	4970.75	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001138	ENSMUST00000001166	16372	8	5201	650.12	7.0	11185.0	1597.86	1.0	45.0	45.0	1.0	3008.0	3008.0
ENSMUSG00000001138	ENSMUST00000097776	16372	9	5301	589.0	8.0	11087.0	1385.88	1.0	45.0	45.0	2.0	3123.0	1561.5
ENSMUSG00000001143	ENSMUST00000125304	23208	8	3386	423.25	7.0	19836.0	2833.71	1.0	39.0	39.0	1.0	2297.0	2297.0
ENSMUSG00000001150	ENSMUST00000170795	46932	29	6456	222.62	28.0	40532.0	1447.57	2.0	396.0	198.0	1.0	118.0	118.0
ENSMUSG00000001151	ENSMUST00000217838	91525	42	9383	223.4	41.0	82224.0	2005.46	1.0	169.0	169.0	1.0	477.0	477.0
ENSMUSG00000001155	ENSMUST00000137347	14688	12	2926	243.83	11.0	11784.0	1071.27	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001156	ENSMUST00000001184	22121	6	4672	778.67	5.0	17459.0	3491.8	1.0	154.0	154.0	1.0	3830.0	3830.0
ENSMUSG00000001157	ENSMUST00000001185	41617	14	2963	211.64	13.0	38680.0	2975.38	1.0	220.0	220.0	1.0	1156.0	1156.0
ENSMUSG00000001158	ENSMUST00000001186	9373	6	891	148.5	5.0	8492.0	1698.4	1.0	43.0	43.0	1.0	376.0	376.0
ENSMUSG00000001166	ENSMUST00000117193	12322	7	2298	328.29	6.0	10036.0	1672.67	2.0	364.0	182.0	1.0	841.0	841.0
ENSMUSG00000001168	ENSMUST00000072476	12087	6	1709	284.83	5.0	10388.0	2077.6	1.0	34.0	34.0	1.0	561.0	561.0
ENSMUSG00000001173	ENSMUST00000001202	53483	24	5277	219.88	23.0	48252.0	2097.91	1.0	267.0	267.0	1.0	2285.0	2285.0
ENSMUSG00000001175	ENSMUST00000110082	10381	6	4121	686.83	5.0	6270.0	1254.0	1.0	280.0	280.0	1.0	3387.0	3387.0
ENSMUSG00000001211	ENSMUST00000001240	83266	10	5990	599.0	9.0	77294.0	8588.22	3.0	343.0	114.33	1.0	4510.0	4510.0
ENSMUSG00000001225	ENSMUST00000167432	60103	7	949	135.57	6.0	59166.0	9861.0	3.0	238.0	79.33	0.0	0.0	0.0
ENSMUSG00000001227	ENSMUST00000001256	17260	17	3753	220.76	16.0	13539.0	846.19	2.0	161.0	80.5	1.0	917.0	917.0
ENSMUSG00000001228	ENSMUST00000001258	20167	17	3603	211.94	16.0	16596.0	1037.25	2.0	255.0	127.5	1.0	985.0	985.0
ENSMUSG00000001229	ENSMUST00000038794	32074	21	3395	161.67	20.0	28719.0	1435.95	3.0	236.0	78.67	1.0	553.0	553.0
ENSMUSG00000001240	ENSMUST00000128260	13157	8	1486	185.75	7.0	11685.0	1669.29	1.0	62.0	62.0	6.0	1111.0	185.17
ENSMUSG00000001247	ENSMUST00000001279	15691	10	2177	217.7	9.0	13532.0	1503.56	1.0	292.0	292.0	1.0	92.0	92.0
ENSMUSG00000001248	ENSMUST00000001280	20957	19	2732	143.79	18.0	18261.0	1014.5	1.0	180.0	180.0	1.0	366.0	366.0
ENSMUSG00000001249	ENSMUST00000108102	16567	14	1844	131.71	13.0	14749.0	1134.54	2.0	211.0	105.5	1.0	311.0	311.0
ENSMUSG00000001260	ENSMUST00000031119	91572	9	4780	531.11	8.0	86808.0	10851.0	1.0	399.0	399.0	1.0	2976.0	2976.0
ENSMUSG00000001270	ENSMUST00000001304	2979	8	1480	185.0	7.0	1513.0	216.14	2.0	126.0	63.0	1.0	203.0	203.0
ENSMUSG00000001280	ENSMUST00000001326	30026	6	7760	1293.33	5.0	22276.0	4455.2	1.0	37.0	37.0	1.0	5373.0	5373.0
ENSMUSG00000001281	ENSMUST00000001327	15951	15	2698	179.87	14.0	13281.0	948.64	2.0	99.0	49.5	1.0	166.0	166.0
ENSMUSG00000001285	ENSMUST00000113682	6432	7	1487	212.43	6.0	4957.0	826.17	1.0	33.0	33.0	1.0	306.0	306.0
ENSMUSG00000001288	ENSMUST00000043172	22581	10	2963	296.3	9.0	19636.0	2181.78	3.0	493.0	164.33	1.0	1087.0	1087.0
ENSMUSG00000001289	ENSMUST00000166658	5759	6	1068	178.0	5.0	4701.0	940.2	1.0	74.0	74.0	1.0	525.0	525.0
ENSMUSG00000001300	ENSMUST00000001319	43810	5	4798	959.6	4.0	39020.0	9755.0	1.0	629.0	629.0	1.0	3155.0	3155.0
ENSMUSG00000001305	ENSMUST00000001339	28382	5	1326	265.2	4.0	27064.0	6766.0	1.0	51.0	51.0	1.0	426.0	426.0
ENSMUSG00000001313	ENSMUST00000153185	6856	6	1584	264.0	5.0	5282.0	1056.4	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001323	ENSMUST00000065211	19441	9	3708	412.0	8.0	15749.0	1968.62	3.0	413.0	137.67	1.0	2270.0	2270.0
ENSMUSG00000001333	ENSMUST00000102599	20944	5	2047	409.4	4.0	18905.0	4726.25	1.0	123.0	123.0	1.0	508.0	508.0
ENSMUSG00000001334	ENSMUST00000102600	7596	6	2769	461.5	5.0	4837.0	967.4	1.0	81.0	81.0	1.0	2054.0	2054.0
ENSMUSG00000001348	ENSMUST00000165735	8986	5	1381	276.2	4.0	7613.0	1903.25	1.0	100.0	100.0	1.0	294.0	294.0
ENSMUSG00000001349	ENSMUST00000001384	10364	7	2388	341.14	6.0	7988.0	1331.33	1.0	89.0	89.0	1.0	1400.0	1400.0
ENSMUSG00000001366	ENSMUST00000001402	27565	13	1863	143.31	12.0	25726.0	2143.83	1.0	59.0	59.0	1.0	479.0	479.0
ENSMUSG00000001376	ENSMUST00000001412	105151	28	3816	136.29	27.0	101389.0	3755.15	1.0	142.0	142.0	1.0	753.0	753.0
ENSMUSG00000001380	ENSMUST00000001416	16679	13	2002	154.0	12.0	14701.0	1225.08	1.0	106.0	106.0	1.0	355.0	355.0
ENSMUSG00000001383	ENSMUST00000001419	5792	6	2316	386.0	5.0	3486.0	697.2	1.0	67.0	67.0	1.0	1645.0	1645.0
ENSMUSG00000001403	ENSMUST00000001439	8921	6	2197	366.17	5.0	6734.0	1346.8	1.0	78.0	78.0	1.0	1599.0	1599.0
ENSMUSG00000001415	ENSMUST00000001451	26080	22	4470	203.18	21.0	21652.0	1031.05	1.0	165.0	165.0	1.0	1231.0	1231.0
ENSMUSG00000001416	ENSMUST00000001452	24653	14	1991	142.21	13.0	22688.0	1745.23	1.0	121.0	121.0	1.0	220.0	220.0
ENSMUSG00000001418	ENSMUST00000177005	6292	6	4225	704.17	5.0	2077.0	415.4	1.0	60.0	60.0	1.0	2946.0	2946.0
ENSMUSG00000001419	ENSMUST00000001455	29716	11	5412	492.0	10.0	24324.0	2432.4	2.0	436.0	218.0	1.0	3444.0	3444.0
ENSMUSG00000001420	ENSMUST00000001456	5851	4	2410	602.5	3.0	3447.0	1149.0	2.0	168.0	84.0	1.0	1065.0	1065.0
ENSMUSG00000001424	ENSMUST00000167201	454805	17	3798	223.41	16.0	451039.0	28189.94	1.0	207.0	207.0	1.0	1749.0	1749.0
ENSMUSG00000001435	ENSMUST00000081654	114372	42	5105	121.55	41.0	109349.0	2667.05	1.0	100.0	100.0	1.0	1017.0	1017.0
ENSMUSG00000001436	ENSMUST00000131031	18213	3	688	229.33	2.0	17529.0	8764.5	0.0	0.0	0.0	1.0	336.0	336.0
ENSMUSG00000001440	ENSMUST00000001479	28169	22	5916	268.91	21.0	22295.0	1061.67	1.0	297.0	297.0	1.0	2968.0	2968.0
ENSMUSG00000001441	ENSMUST00000001480	74796	23	4238	184.26	22.0	70602.0	3209.18	1.0	181.0	181.0	1.0	1273.0	1273.0
ENSMUSG00000001444	ENSMUST00000001484	17262	6	2494	415.67	5.0	14778.0	2955.6	1.0	195.0	195.0	1.0	702.0	702.0
ENSMUSG00000001445	ENSMUST00000001485	7655	5	1713	342.6	4.0	5950.0	1487.5	1.0	42.0	42.0	1.0	879.0	879.0
ENSMUSG00000001467	ENSMUST00000001507	23603	10	3941	394.1	9.0	19680.0	2186.67	1.0	440.0	440.0	1.0	1981.0	1981.0
ENSMUSG00000001472	ENSMUST00000212571	30055	18	2667	148.17	17.0	27422.0	1613.06	1.0	121.0	121.0	1.0	652.0	652.0
ENSMUSG00000001473	ENSMUST00000001513	12034	4	1762	440.5	3.0	10278.0	3426.0	1.0	42.0	42.0	1.0	374.0	374.0
ENSMUSG00000001482	ENSMUST00000212883	29268	4	393	98.25	3.0	28881.0	9627.0	2.0	129.0	64.5	0.0	0.0	0.0
ENSMUSG00000001493	ENSMUST00000057054	16866	3	2231	743.67	2.0	14639.0	7319.5	1.0	370.0	370.0	1.0	1098.0	1098.0
ENSMUSG00000001494	ENSMUST00000001534	4559	2	2068	1034.0	1.0	2493.0	2493.0	1.0	43.0	43.0	1.0	1389.0	1389.0
ENSMUSG00000001496	ENSMUST00000001536	4952	3	2812	937.33	2.0	2144.0	1072.0	2.0	615.0	307.5	1.0	1078.0	1078.0
ENSMUSG00000001497	ENSMUST00000153250	20942	5	4237	847.4	4.0	16713.0	4178.25	2.0	405.0	202.5	1.0	2801.0	2801.0
ENSMUSG00000001504	ENSMUST00000074372	5380	5	2630	526.0	4.0	2758.0	689.5	1.0	243.0	243.0	2.0	960.0	480.0
ENSMUSG00000001506	ENSMUST00000001547	16820	51	5981	117.27	50.0	10939.0	218.78	1.0	146.0	146.0	1.0	1424.0	1424.0
ENSMUSG00000001507	ENSMUST00000120375	32329	26	4723	181.65	25.0	27656.0	1106.24	2.0	358.0	179.0	1.0	1135.0	1135.0
ENSMUSG00000001508	ENSMUST00000103162	13538	11	1735	157.73	10.0	11823.0	1182.3	2.0	255.0	127.5	2.0	309.0	154.5
ENSMUSG00000001510	ENSMUST00000092768	5179	3	2610	870.0	2.0	2573.0	1286.5	1.0	204.0	204.0	1.0	1541.0	1541.0
ENSMUSG00000001517	ENSMUST00000073316	13181	8	4660	582.5	7.0	8535.0	1219.29	2.0	200.0	100.0	1.0	2181.0	2181.0
ENSMUSG00000001518	ENSMUST00000001559	15489	12	2332	194.33	11.0	13179.0	1198.09	1.0	119.0	119.0	1.0	871.0	871.0
ENSMUSG00000001520	ENSMUST00000204836	16136	6	578	96.33	5.0	15568.0	3113.6	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001521	ENSMUST00000001562	34692	11	3385	307.73	10.0	31327.0	3132.7	1.0	74.0	74.0	1.0	1919.0	1919.0
ENSMUSG00000001524	ENSMUST00000001565	6011	14	1693	120.93	13.0	4344.0	334.15	2.0	189.0	94.5	1.0	101.0	101.0
ENSMUSG00000001525	ENSMUST00000001566	4387	4	2653	663.25	3.0	1740.0	580.0	1.0	254.0	254.0	1.0	1062.0	1062.0
ENSMUSG00000001542	ENSMUST00000001583	65609	12	4394	366.17	11.0	61237.0	5567.0	1.0	895.0	895.0	1.0	1569.0	1569.0
ENSMUSG00000001552	ENSMUST00000001592	27132	14	3219	229.93	13.0	23939.0	1841.46	2.0	124.0	62.0	2.0	847.0	423.5
ENSMUSG00000001555	ENSMUST00000001595	9129	10	2594	259.4	9.0	6553.0	728.11	1.0	88.0	88.0	1.0	752.0	752.0
ENSMUSG00000001558	ENSMUST00000001599	15107	5	2022	404.4	4.0	13093.0	3273.25	1.0	115.0	115.0	1.0	77.0	77.0
ENSMUSG00000001566	ENSMUST00000165512	5438	3	2248	749.33	2.0	3194.0	1597.0	1.0	196.0	196.0	1.0	836.0	836.0
ENSMUSG00000001569	ENSMUST00000001611	23181	11	9230	839.09	10.0	13971.0	1397.1	1.0	15.0	15.0	1.0	6641.0	6641.0
ENSMUSG00000001576	ENSMUST00000167662	95444	10	2764	276.4	9.0	92698.0	10299.78	1.0	125.0	125.0	1.0	1758.0	1758.0
ENSMUSG00000001583	ENSMUST00000001626	7727	14	2792	199.43	13.0	4961.0	381.62	3.0	183.0	61.0	1.0	598.0	598.0
ENSMUSG00000001588	ENSMUST00000001631	13974	22	2504	113.82	21.0	11512.0	548.19	1.0	202.0	202.0	1.0	59.0	59.0
ENSMUSG00000001604	ENSMUST00000102533	26948	11	1262	114.73	10.0	25706.0	2570.6	1.0	98.0	98.0	1.0	111.0	111.0
ENSMUSG00000001622	ENSMUST00000001667	7088	5	996	199.2	4.0	6100.0	1525.0	2.0	107.0	53.5	2.0	342.0	171.0
ENSMUSG00000001627	ENSMUST00000169319	34394	6	613	102.17	5.0	33791.0	6758.2	3.0	309.0	103.0	0.0	0.0	0.0
ENSMUSG00000001630	ENSMUST00000001675	53819	14	4564	326.0	13.0	49281.0	3790.85	2.0	66.0	33.0	1.0	3092.0	3092.0
ENSMUSG00000001632	ENSMUST00000113122	17722	14	4787	341.93	13.0	12961.0	997.0	2.0	445.0	222.5	1.0	692.0	692.0
ENSMUSG00000001642	ENSMUST00000102980	13546	10	1397	139.7	9.0	12167.0	1351.89	1.0	74.0	74.0	1.0	364.0	364.0
ENSMUSG00000001655	ENSMUST00000001700	7713	2	2463	1231.5	1.0	5252.0	5252.0	1.0	86.0	86.0	1.0	1390.0	1390.0
ENSMUSG00000001656	ENSMUST00000001701	3283	2	2023	1011.5	1.0	1262.0	1262.0	1.0	100.0	100.0	1.0	1008.0	1008.0
ENSMUSG00000001657	ENSMUST00000001703	3216	2	1870	935.0	1.0	1348.0	1348.0	1.0	174.0	174.0	1.0	967.0	967.0
ENSMUSG00000001661	ENSMUST00000173210	12513	3	899	299.67	2.0	11618.0	5809.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001663	ENSMUST00000001713	14773	5	1042	208.4	4.0	13739.0	3434.75	1.0	89.0	89.0	1.0	227.0	227.0
ENSMUSG00000001665	ENSMUST00000001715	7301	5	1885	377.0	4.0	5424.0	1356.0	1.0	457.0	457.0	1.0	699.0	699.0
ENSMUSG00000001666	ENSMUST00000001716	2183	3	652	217.33	2.0	1535.0	767.5	1.0	92.0	92.0	1.0	202.0	202.0
ENSMUSG00000001670	ENSMUST00000001720	9368	12	2387	198.92	11.0	7003.0	636.64	2.0	98.0	49.0	1.0	915.0	915.0
ENSMUSG00000001672	ENSMUST00000001722	14256	3	1333	444.33	2.0	12927.0	6463.5	1.0	62.0	62.0	1.0	112.0	112.0
ENSMUSG00000001674	ENSMUST00000001724	14156	13	2271	174.69	12.0	11909.0	992.42	1.0	115.0	115.0	1.0	162.0	162.0
ENSMUSG00000001687	ENSMUST00000079324	48029	5	2542	508.4	4.0	45495.0	11373.75	1.0	684.0	684.0	1.0	1501.0	1501.0
ENSMUSG00000001700	ENSMUST00000237355	103229	15	2644	176.27	14.0	100613.0	7186.64	2.0	397.0	198.5	1.0	936.0	936.0
ENSMUSG00000001707	ENSMUST00000001757	14853	4	2557	639.25	3.0	12302.0	4100.67	1.0	66.0	66.0	1.0	1964.0	1964.0
ENSMUSG00000001729	ENSMUST00000001780	20457	14	2704	193.14	13.0	17779.0	1367.62	2.0	372.0	186.0	1.0	878.0	878.0
ENSMUSG00000001739	ENSMUST00000111093	9244	6	1908	318.0	5.0	7346.0	1469.2	2.0	278.0	139.0	1.0	943.0	943.0
ENSMUSG00000001741	ENSMUST00000001792	92700	19	5279	277.84	18.0	87457.0	4858.72	2.0	229.0	114.5	1.0	1065.0	1065.0
ENSMUSG00000001750	ENSMUST00000001801	11085	20	2708	135.4	19.0	8415.0	442.89	2.0	121.0	60.5	1.0	65.0	65.0
ENSMUSG00000001751	ENSMUST00000001802	7662	6	2566	427.67	5.0	5106.0	1021.2	1.0	114.0	114.0	1.0	228.0	228.0
ENSMUSG00000001755	ENSMUST00000001806	4056	10	2148	214.8	9.0	1926.0	214.0	2.0	139.0	69.5	1.0	310.0	310.0
ENSMUSG00000001761	ENSMUST00000001812	25673	12	3791	315.92	11.0	21904.0	1991.27	1.0	318.0	318.0	1.0	1081.0	1081.0
ENSMUSG00000001763	ENSMUST00000046750	24339	8	2002	250.25	7.0	22351.0	3193.0	1.0	222.0	222.0	1.0	922.0	922.0
ENSMUSG00000001767	ENSMUST00000001818	17537	14	3442	245.86	13.0	14121.0	1086.23	1.0	411.0	411.0	1.0	946.0	946.0
ENSMUSG00000001768	ENSMUST00000231581	112114	5	1673	334.6	4.0	110449.0	27612.25	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001773	ENSMUST00000001824	56968	19	3144	165.47	18.0	53860.0	2992.22	1.0	185.0	185.0	1.0	683.0	683.0
ENSMUSG00000001774	ENSMUST00000001825	25319	11	5800	527.27	10.0	19539.0	1953.9	1.0	273.0	273.0	1.0	4522.0	4522.0
ENSMUSG00000001783	ENSMUST00000001834	19188	12	2021	168.42	11.0	17189.0	1562.64	1.0	117.0	117.0	1.0	376.0	376.0
ENSMUSG00000001785	ENSMUST00000217667	49082	7	704	100.57	6.0	48390.0	8065.0	4.0	322.0	80.5	0.0	0.0	0.0
ENSMUSG00000001786	ENSMUST00000130320	29903	9	5397	599.67	8.0	24522.0	3065.25	1.0	52.0	52.0	1.0	3766.0	3766.0
ENSMUSG00000001794	ENSMUST00000001845	11871	12	1612	134.33	11.0	10281.0	934.64	3.0	231.0	77.0	1.0	566.0	566.0
ENSMUSG00000001802	ENSMUST00000122409	14622	8	4155	519.38	7.0	10481.0	1497.29	1.0	571.0	571.0	1.0	1205.0	1205.0
ENSMUSG00000001804	ENSMUST00000019426	35648	16	3494	218.38	15.0	32184.0	2145.6	1.0	135.0	135.0	1.0	219.0	219.0
ENSMUSG00000001815	ENSMUST00000001867	6568	3	4194	1398.0	2.0	2378.0	1189.0	1.0	142.0	142.0	1.0	2626.0	2626.0
ENSMUSG00000001819	ENSMUST00000001872	3291	2	2485	1242.5	1.0	808.0	808.0	0.0	0.0	0.0	1.0	1464.0	1464.0
ENSMUSG00000001823	ENSMUST00000001878	2694	2	2536	1268.0	1.0	160.0	160.0	1.0	75.0	75.0	1.0	1654.0	1654.0
ENSMUSG00000001827	ENSMUST00000106983	12459	7	1314	187.71	6.0	11157.0	1859.5	4.0	410.0	102.5	1.0	134.0	134.0
ENSMUSG00000001829	ENSMUST00000209579	131735	17	4176	245.65	16.0	127591.0	7974.44	1.0	39.0	39.0	1.0	2085.0	2085.0
ENSMUSG00000001833	ENSMUST00000115272	56134	14	2547	181.93	13.0	53613.0	4124.08	1.0	201.0	201.0	1.0	1020.0	1020.0
ENSMUSG00000001844	ENSMUST00000001900	12769	8	1372	171.5	7.0	11411.0	1630.14	3.0	282.0	94.0	1.0	54.0	54.0
ENSMUSG00000001847	ENSMUST00000080537	24404	6	4165	694.17	5.0	20249.0	4049.8	1.0	240.0	240.0	1.0	3342.0	3342.0
ENSMUSG00000001855	ENSMUST00000065398	77937	36	6641	184.47	35.0	71366.0	2039.03	1.0	129.0	129.0	1.0	220.0	220.0
ENSMUSG00000001864	ENSMUST00000001920	23305	6	3123	520.5	5.0	20192.0	4038.4	1.0	213.0	213.0	1.0	2453.0	2453.0
ENSMUSG00000001865	ENSMUST00000001921	26563	11	1460	132.73	10.0	25123.0	2512.3	1.0	11.0	11.0	1.0	186.0	186.0
ENSMUSG00000001870	ENSMUST00000001927	386201	34	6705	197.21	33.0	379562.0	11501.88	1.0	319.0	319.0	1.0	1215.0	1215.0
ENSMUSG00000001891	ENSMUST00000060895	49530	10	2054	205.4	9.0	47494.0	5277.11	2.0	203.0	101.5	1.0	350.0	350.0
ENSMUSG00000001901	ENSMUST00000001965	26378	13	3381	260.08	12.0	23021.0	1918.42	1.0	31.0	31.0	1.0	486.0	486.0
ENSMUSG00000001909	ENSMUST00000001974	10944	17	2584	152.0	16.0	8392.0	524.5	2.0	533.0	266.5	1.0	45.0	45.0
ENSMUSG00000001910	ENSMUST00000001975	17425	6	4350	725.0	5.0	13085.0	2617.0	2.0	238.0	119.0	1.0	2564.0	2564.0
ENSMUSG00000001911	ENSMUST00000099070	91730	10	1738	173.8	9.0	90010.0	10001.11	1.0	321.0	321.0	2.0	84.0	42.0
ENSMUSG00000001918	ENSMUST00000108496	16936	9	2773	308.11	8.0	14179.0	1772.38	1.0	562.0	562.0	1.0	536.0	536.0
ENSMUSG00000001924	ENSMUST00000089217	24855	26	4070	156.54	25.0	20835.0	833.4	1.0	202.0	202.0	1.0	667.0	667.0
ENSMUSG00000001930	ENSMUST00000112254	133733	52	8886	170.88	51.0	124949.0	2449.98	1.0	253.0	253.0	1.0	141.0	141.0
ENSMUSG00000001942	ENSMUST00000213126	91291	11	2317	210.64	10.0	88994.0	8899.4	3.0	325.0	108.33	1.0	464.0	464.0
ENSMUSG00000001943	ENSMUST00000002008	4948	7	1173	167.57	6.0	3787.0	631.17	1.0	121.0	121.0	1.0	60.0	60.0
ENSMUSG00000001946	ENSMUST00000002011	10243	7	1872	267.43	6.0	8383.0	1397.17	1.0	144.0	144.0	1.0	538.0	538.0
ENSMUSG00000001948	ENSMUST00000002013	10434	5	701	140.2	4.0	9741.0	2435.25	2.0	198.0	99.0	1.0	51.0	51.0
ENSMUSG00000001962	ENSMUST00000114160	7118	13	1396	107.38	12.0	5746.0	478.83	1.0	183.0	183.0	1.0	182.0	182.0
ENSMUSG00000001964	ENSMUST00000088313	6720	6	1344	224.0	5.0	5386.0	1077.2	1.0	123.0	123.0	1.0	740.0	740.0
ENSMUSG00000001983	ENSMUST00000002048	7553	5	1388	277.6	4.0	6173.0	1543.25	1.0	188.0	188.0	1.0	312.0	312.0
ENSMUSG00000001985	ENSMUST00000030676	223475	16	8989	561.81	15.0	214516.0	14301.07	1.0	132.0	132.0	1.0	6083.0	6083.0
ENSMUSG00000001986	ENSMUST00000076349	277299	16	5208	325.5	15.0	272121.0	18141.4	1.0	262.0	262.0	2.0	2266.0	1133.0
ENSMUSG00000001988	ENSMUST00000002053	21061	12	2103	175.25	11.0	18980.0	1725.45	2.0	194.0	97.0	1.0	115.0	115.0
ENSMUSG00000001995	ENSMUST00000212987	151734	23	6713	291.87	22.0	145065.0	6593.86	3.0	455.0	151.67	1.0	1070.0	1070.0
ENSMUSG00000001998	ENSMUST00000002063	59181	21	4621	220.05	20.0	54600.0	2730.0	1.0	25.0	25.0	1.0	1208.0	1208.0
ENSMUSG00000001999	ENSMUST00000002064	26419	8	1168	146.0	7.0	25265.0	3609.29	2.0	183.0	91.5	1.0	92.0	92.0
ENSMUSG00000002006	ENSMUST00000002080	31612	8	3978	497.25	7.0	27648.0	3949.71	1.0	629.0	629.0	1.0	1024.0	1024.0
ENSMUSG00000002006	ENSMUST00000114438	31612	6	3631	605.17	5.0	27991.0	5598.2	1.0	629.0	629.0	1.0	1024.0	1024.0
ENSMUSG00000002007	ENSMUST00000002081	4522	15	1996	133.07	14.0	2554.0	182.43	1.0	47.0	47.0	1.0	238.0	238.0
ENSMUSG00000002007	ENSMUST00000136664	4522	11	2722	247.45	10.0	1820.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000002010	ENSMUST00000052761	7936	13	1344	103.38	12.0	6616.0	551.33	1.0	43.0	43.0	1.0	108.0	108.0
ENSMUSG00000002010	ENSMUST00000156299	7936	10	2090	209.0	9.0	5864.0	651.56	0.0	0.0	0.0	0.0	0.0	0.0
