Geneid	Gene_name	mca3gini	mtdtau_log	mtdroku_specificity_log	Total_utr_5_len	tss_dis	TF_motif_meanexon	TF_motif_cv_tss_3kb	TF_motif_totaltss_2kb_norm_GL	utr5_mirna_count	exon_avg_CS_median	R_codon_bias_median_trans	AT_transcript_pct	GC_intron_pct	AT_intron_pct	GC_tss_2kb_pct
ENSMUSG00000022993	4930415O20Rik	0.931	0.0	0.0	43.0	80.0	0.096256684	2.04441773	0.053450318		0.57	19.0	0.543252	0.456407126	0.543592874	0.4595
ENSMUSG00000046567	4930430F08Rik	0.359	0.5192	0.0499	280.0	101838.0	0.562261268	2.316965712	0.044361429	345.0	1.35	28.0	0.586247	0.419715796	0.580284204	0.421
ENSMUSG00000008129	4930432K21Rik	0.7468	0.849	0.217	262.0	222.0	0.247517189	1.755138463	0.037817706		0.1	21.0	0.52816	0.462793438	0.537206562	0.5125
ENSMUSG00000021747	4930452B06Rik	0.5379	0.5852	0.0555	243.0	2495795.0	0.567608862	2.286778779	0.002025101	323.0	1.44	148.0	0.585886	0.413154996	0.586845004	0.459
ENSMUSG00000059920	4930453N24Rik	0.437	0.5781	0.0928	0.0	164248.0	0.116883117	2.595328177	0.020996847	148.0	0.38	12.0	0.601301	0.400503597	0.599496403	0.3735
ENSMUSG00000050345	4930486L24Rik	0.7838	0.6972	0.0	167.0	61626.0	0.454545455	2.433699272	0.106654471	130.0	0.58	21.0	0.589096	0.407791699	0.592208301	0.388
ENSMUSG00000055555	4930502E18Rik	0.8472	0.5894	0.0	133.0	54417.0	0.210847976	1.990895498	0.041492252	218.0	0.04	8.0	0.582036	0.416523095	0.583476905	0.42925
ENSMUSG00000044906	4930503L19Rik	0.5473	0.6636	0.1346	566.0	56.0	0.580595875	2.757384063	0.084540349	2851.0	0.36	19.0	0.609056	0.388810365	0.611189635	0.46875
ENSMUSG00000029564	4930519G04Rik	0.9878	0.2466	0.0	463.0	30203.0	0.28342246	2.98979026	0.020252829	1853.0	0.0	52.0	0.513982	0.485511111	0.514488889	0.50975
ENSMUSG00000072762	4930522L14Rik	0.2153	0.0	0.0	0.0	60556.0	0.147440794	1.695275668	0.036581459	994.0	0.36	6.0	0.606292	0.397515984	0.602484016	0.4615
ENSMUSG00000090394	4930523C07Rik	0.529	0.523	0.0563	608.0	520615.0	0.885408709	1.986316922	0.012337409	709.0	0.13	26.0	0.554696	0.440758294	0.559241706	0.487
ENSMUSG00000005131	4930550C14Rik	0.7941	0.9257	0.3814	384.0	19312.0	0.341482047	2.274109335	0.025139215	644.0	0.92	23.0	0.577512	0.424366485	0.575633515	0.44225
ENSMUSG00000046180	4930550L24Rik	0.9809	0.2397	0.0	265.0	878350.0	0.320091673	3.494133777	0.055545405	155.0	-0.04	9.0	0.577889	0.415289925	0.584710075	0.397
ENSMUSG00000086277	4930558K02Rik	0.9075	0.0	0.0	131.0	10451.0	0.175706646	2.009252635	0.01227631	926.0	0.26	33.0	0.569146	0.430649748	0.569350252	0.42475
ENSMUSG00000053574	4930563E22Rik	0.4837	0.5599	0.1148	160.0	7625.0	0.347593583	1.793022574	0.360720831	238.0	0.17	8.0	0.551176	0.410617551	0.589382449	0.4435
ENSMUSG00000012042	4930579F01Rik	0.995	0.388	0.0	541.0	21904.0	0.288006112	1.881540607	0.006191541	1469.0	0.36	79.0	0.565951	0.432912696	0.567087304	0.4615
ENSMUSG00000027811	4930579G24Rik	0.4197	0.6252	0.1248	99.0	215.0	0.370511841	1.794255203	0.241517499	148.0	0.19	8.0	0.559059	0.433972912	0.566027088	0.4615
ENSMUSG00000083193	4930595D18Rik	0.9355	0.0	0.0	108.0	18122.0	0.22841864	1.523609383	0.049101165		0.04	45.0	0.529259	0.468435191	0.531564809	0.4665
ENSMUSG00000031938	4931406C07Rik	0.4567	0.5115	0.0793	329.0	201.0	0.796027502	1.784167302	0.045904902	1315.0	1.23	21.0	0.573598	0.421153468	0.578846532	0.46425
ENSMUSG00000066571	4931406P16Rik	0.4219	0.337	0.1528	824.0	83215.0	1.163483575	3.249553428	0.008341358	626.0	2.15	51.0	0.572581	0.422239844	0.577760156	0.4735
ENSMUSG00000022179	4931414P19Rik	0.1757	0.3917	0.078	428.0	28435.0	0.391138273	2.101185983	0.028434533	239.0	1.55	34.0	0.53625	0.453334011	0.546665989	0.45625
ENSMUSG00000046085	4931422A03Rik	0.9552	0.0	0.0	0.0	73.0	0.183346066	2.544450087	0.021708407	739.0	0.16	68.0	0.554453	0.445287071	0.554712929	0.478
ENSMUSG00000014837	4931428F04Rik	0.5005	0.4531	0.091	519.0	13725.0	0.715049656	1.688952021	0.090091995	1049.0	1.41	18.0	0.491011	0.485915493	0.514084507	0.533
ENSMUSG00000078157	4931440F15Rik	0.9504	0.858	0.0	214.0	132722.0	1.242169595	2.060036084	0.464732824	110.0	0.72	15.0	0.432498			0.53475
ENSMUSG00000037270	4932438A13Rik	0.2763	0.3912	0.0728	375.0	172938.0	2.372803667	3.841993962	0.005280921	315.0	2.59	100.0	0.629238	0.365066506	0.634933494	0.4585
ENSMUSG00000069971	4933402J07Rik	0.9997	0.4125	0.0	164.0	91243.0	0.320091673	2.745030765	0.015563289	140.0	-0.01	26.0	0.552988	0.443505851	0.556494149	0.43475
ENSMUSG00000013158	4933405L10Rik	0.9862	0.7246	0.0	142.0	6501.0	0.165011459	1.901284737	0.491057741	730.0	0.26	5.0	0.44683	0.52425876	0.47574124	0.54775
ENSMUSG00000026224	4933407L21Rik	0.7857	0.6363	0.0	278.0	34446.0	0.069518717	1.841321122	0.033193277		0.19	14.0	0.501051	0.498771499	0.501228501	0.469
ENSMUSG00000049357	4933408B17Rik	0.4469	0.7914	0.0	1193.0	18353.0	0.482811306	2.564303452	0.078302315	734.0	1.21	13.0	0.571015	0.430574667	0.569425333	0.41325
ENSMUSG00000020807	4933427D14Rik	0.4018	0.5192	0.0912	316.0	433.0	1.171886937	2.014996631	0.025853695	544.0	0.67	43.0	0.558854	0.436228978	0.563771022	0.51125
ENSMUSG00000047988	4933428G20Rik	0.9935	0.0	0.0	895.0	84808.0	0.501909855	1.581414691	0.140809708	836.0	0.39	13.0	0.501465	0.48813476	0.51186524	0.57325
ENSMUSG00000058046	4933430I17Rik	0.7836	0.8708	0.0	66.0	300.0	0.244461421	1.913262944	0.070273137	135.0	0.18	16.0	0.557481	0.438729489	0.561270511	0.45625
ENSMUSG00000027942	4933434E20Rik	0.239	0.2291	0.1022	241.0	348.0	0.824293354	2.636059274	0.18121379	1495.0	1.61	10.0	0.578077	0.409079571	0.590920429	0.493
ENSMUSG00000036046	5031439G07Rik	0.3337	0.3488	0.1166	329.0	64590.0	0.875477464	2.895294705	0.013797486	98.0	2.28	47.0	0.480767	0.517275658	0.482724342	0.55225
ENSMUSG00000072763	5430403G16Rik	0.3385	0.0	0.0	304.0	132048.0	0.33460657	1.599941913	0.033094921	242.0	0.34	11.0	0.602049	0.400957738	0.599042262	0.466
ENSMUSG00000006204	5430419D17Rik	0.9988	0.5252	0.0	0.0	28106.0	2.49197861	2.154636465	0.011103369	35.0	0.41	86.0	0.560611	0.433258001	0.566741999	0.42275
ENSMUSG00000025058	5430427O19Rik	0.6125	0.8568	0.0	86.0	93534.0	0.69289534	2.130716699	0.028892987	148.0	0.33	14.0	0.611652	0.387304508	0.612695492	0.402
ENSMUSG00000073755	5730409E04Rik	0.4573	0.3861	0.052	196.0	52883.0	0.509549274	2.050209104	0.091986828	302.0	0.12	5.0	0.47848	0.502398082	0.497601918	0.4965
ENSMUSG00000057181	5730455P16Rik	0.2177	0.4898	0.0729	54.0	77123.0	0.936592819	2.551105688	0.022573106	56.0	1.37	17.0	0.562878	0.440868494	0.559131506	0.468
ENSMUSG00000029089	5730480H06Rik	0.298	0.615	0.1272	0.0	344814.0	0.07486631	2.210265989	0.010429624		1.42	34.0	0.599456	0.399231799	0.600768201	0.41725
ENSMUSG00000054672	5830411N06Rik	0.8588	0.6105	0.0	0.0	29017.0	0.857142857	1.54011487	0.007361894		0.15	23.0	0.570623	0.420546827	0.579453173	0.45475
ENSMUSG00000022195	6030458C11Rik	0.128	0.2848	0.0641	103.0	84725.0	0.715049656	2.048621562	0.047104528	333.0	1.36	24.0	0.55509	0.440233469	0.559766531	0.49375
ENSMUSG00000051361	6030498E09Rik	0.8291	0.3614	0.0	210.0	137583.0	0.272727273	3.252401027	0.002762911	94.0	0.0	103.0	0.608212	0.391580342	0.608419658	0.44875
ENSMUSG00000018451	6330403K07Rik	0.7494	0.6926	0.0928	112.0	13903.0	0.877005348	2.437715361	0.74205845	702.0	0.13	4.0	0.473617	0.518987342	0.481012658	0.4895
ENSMUSG00000009551	6330409D20Rik	0.7215	0.7447	0.0	257.0	19962.0	0.398013751	2.203826293	0.225291736	208.0	0.03	9.0	0.499345	0.501374004	0.498625996	0.54975
ENSMUSG00000110067	6330411D24Rik	0.9516	0.0	0.0	0.0	596366.0	0.193277311	3.105717729	0.00102225		0.82	433.0	0.541945	0.457773397	0.542226603	0.49825
ENSMUSG00000073795	6430531B16Rik	0.8003	0.8531	0.0	74.0	34967.0	0.107715814	2.731648371	0.367988844	438.0	0.19	10.0	0.471409	0.522864701	0.477135299	0.5185
ENSMUSG00000031824	6430548M08Rik	0.4747	0.5594	0.1259	300.0	12669.0	1.672268908	1.364205292	0.031042302	574.0	1.87	56.0	0.48959	0.505362901	0.494637099	0.54575
ENSMUSG00000074646	6430550D23Rik	0.5169	0.7155	0.1598	33.0	51350.0	3.343009931	1.951671578	0.030320531	934.0	0.23	35.0	0.51506	0.480776398	0.519223602	0.4735
ENSMUSG00000037977	6430571L13Rik	0.4361	0.7731	0.2909	440.0	2251.0	0.507257448	1.658474079	0.04091509	421.0	0.86	10.0	0.476075	0.517560074	0.482439926	0.5025
ENSMUSG00000072066	6720489N17Rik	0.3113	0.7765	0.0	143.0	65547.0	0.213903743	2.294614307	0.019932927	306.0	0.31	11.0	0.588285	0.417107393	0.582892607	0.4125
ENSMUSG00000032680	6820408C15Rik	0.9135	0.8108	0.0	424.0	559.0	0.166539343	2.41944104	0.022856149	546.0	0.15	25.0	0.537225	0.458906135	0.541093865	0.5235
ENSMUSG00000047466	8030462N17Rik	0.3053	0.4211	0.0953	285.0	148801.0	1.097784568	5.140508618	0.014252444	491.0	1.44	56.0	0.601303	0.39576543	0.60423457	0.54375
ENSMUSG00000054951	9130008F23Rik	0.6118	0.7187	0.0892	23.0	69433.0	0.455309396	2.242976777	0.102993304	13.0	0.12	6.0	0.566082	0.408498972	0.591501028	0.437
ENSMUSG00000030823	9130019O22Rik	0.2604	0.4895	0.0958	210.0	11116.0	0.436210848	3.081371519	0.084555827	139.0	0.18	10.0	0.479723	0.525753158	0.474246842	0.5055
ENSMUSG00000062944	9130023H24Rik	0.2358	0.4602	0.0719	613.0	675.0	0.565317036	1.581669812	0.291468531	453.0	0.06	10.0	0.510353			0.531
ENSMUSG00000101892	9130401M01Rik	0.1887	0.2118	0.0728	116.0	48897.0	0.38197097	1.786770564	0.120832642	107.0	0.71	18.0	0.508667	0.48366928	0.51633072	0.46925
ENSMUSG00000004360	9330159F19Rik	0.7625	0.7061	0.0	328.0	12652.0	1.111535523	1.849819481	0.071134289	846.0	0.84	13.0	0.62809	0.363151264	0.636848736	0.4045
ENSMUSG00000056004	9330182L06Rik	0.6991	0.7782	0.1298	123.0	104372.0	0.605042017	2.727012958	0.002800471	450.0	1.76	123.0	0.599721	0.400421154	0.599578846	0.4535
ENSMUSG00000059939	9430015G10Rik	0.3323	0.3973	0.1027	180.0	50567.0	0.339954163	2.378697761	0.029678912	464.0	0.5	18.0	0.527829	0.462727026	0.537272974	0.4955
ENSMUSG00000040139	9430038I01Rik	0.1625	0.4566	0.0933	55.0	96317.0	0.213139801	2.949895848	0.025518613	1271.0	0.13	34.0	0.558953	0.439039427	0.560960573	0.49375
ENSMUSG00000094447	9430069I07Rik	0.7281	0.0	0.0	113.0	51192.0	0.192513369	2.236682593	0.172617024	162.0	0.33	5.0	0.57538	0.420727273	0.579272727	0.44425
ENSMUSG00000023263	9530002B09Rik	0.9999	0.0947	0.0	93.0	1103767.0	0.085561497	2.543350796	0.03216448	192.0	0.03	6.0	0.600631	0.398352378	0.601647622	0.43625
ENSMUSG00000078776	9530053A07Rik	0.9993	0.8405	0.0	21.0	58230.0	1.158899924	2.674355736	0.011740742	11.0	0.42	48.0	0.501301	0.482934656	0.517065344	0.4795
ENSMUSG00000036275	9530068E07Rik	0.3115	0.206	0.1116	65.0	35568.0	0.431627196	2.70969268	0.04226955	55.0	0.41	20.0	0.532965	0.461593244	0.538406756	0.481
ENSMUSG00000036411	9530077C05Rik	0.6173	0.7894	0.1266	213.0	22324.0	0.562261268	1.727384996	0.036961109	604.0	1.45	29.0	0.551027	0.446325858	0.553674142	0.41975
ENSMUSG00000073386	9830107B12Rik	0.8069	0.3051	0.0	261.0	53601.0	0.43697479	1.949848522	0.020782538	1106.0	-0.06	6.0	0.548041	0.446018349	0.553981651	0.503
ENSMUSG00000044551	9930012K11Rik	0.3858	0.6116	0.1072	123.0	5691.0	1.28342246	1.766139004	0.398509512	606.0	0.29	8.0	0.485681	0.501606684	0.498393316	0.535
ENSMUSG00000046138	9930021J03Rik	0.2956	0.3532	0.0512	0.0	107684.0	1.320855615	2.453751664	0.009560187	590.0	1.85	39.0	0.632242	0.363762533	0.636237467	0.5005
ENSMUSG00000045065	9930022D16Rik	0.5942	0.0	0.0	111.0	51086.0	0.4644767	1.922993389	0.072727273		-0.11	11.0	0.532131	0.484271742	0.515728258	0.48675
ENSMUSG00000044730	9930104L06Rik	0.1582	0.2866	0.0915	0.0	147.0	0.843391902	2.291016267	0.107876712	68.0	0.1	13.0	0.516664	0.45320197	0.54679803	0.494
ENSMUSG00000069893	9930111J21Rik1	0.5975	0.804	0.0	257.0	493.0	1.391902215	1.72652746	0.124123612	175.0	-0.08	24.0	0.587055	0.405359393	0.594640607	0.4535
ENSMUSG00000069892	9930111J21Rik2	0.5867	0.0	0.0	257.0	58967.0	4.569900688	1.865035432	0.129465675	301.0	0.22	22.0	0.590207	0.405318895	0.594681105	0.4545
ENSMUSG00000079144	A130010J15Rik	0.2662	0.3769	0.0409	305.0	14935.0	1.039724981	1.714007138	0.132611361	608.0	0.86	14.0	0.556248	0.446946947	0.553053053	0.44625
ENSMUSG00000030111	A2m	0.8485	0.7107	0.0	62.0	162549.0	0.794499618	2.49984362	0.010650915	159.0	0.77	31.0	0.59086	0.399322828	0.600677172	0.4155
ENSMUSG00000047228	A2ml1	0.7651	0.0	0.0	97.0	54888.0	0.566080978	2.472416808	0.006366225	69.0	0.56	41.0	0.582476	0.41084477	0.58915523	0.39425
ENSMUSG00000028794	A3galt2	0.7216	0.6853	0.0	179.0	100662.0	0.336134454	2.042501342	0.032511719	348.0	0.41	17.0	0.521588	0.462694627	0.537305373	0.4935
ENSMUSG00000047613	A430005L14Rik	0.2859	0.2315	0.0905	72.0	474425.0	0.128342246	1.549699177	0.109808102	258.0	0.23	8.0	0.473235	0.524366472	0.475633528	0.53275
ENSMUSG00000056014	A430033K04Rik	0.3002	0.4453	0.0714	75.0	3114.0	0.235294118	2.236685604	0.021767095	116.0	0.23	17.0	0.582383	0.413712191	0.586287809	0.45425
ENSMUSG00000047878	A4galt	0.7626	0.5811	0.0453	236.0	79182.0	0.385026738	2.514412595	0.022671031	622.0	0.3	26.0	0.51395	0.481991202	0.518008798	0.52975
ENSMUSG00000043122	A530016L24Rik	0.9286	0.808	0.1742	276.0	343240.0	0.388082506	2.553879202	0.035683618	162.0	0.02	12.0	0.466889	0.526389597	0.473610403	0.5575
ENSMUSG00000089844	A530032D15Rik	0.6916	0.7217	0.0	82.0	80605.0	0.211611917	2.700571557	0.049806686	964.0	0.06	16.0	0.565369	0.433221319	0.566778681	0.45475
ENSMUSG00000043939	A530064D06Rik	0.689	0.5366	0.0	230.0	20946.0	0.556149733	1.912988031	0.017135592	1058.0	0.03	11.0	0.553344	0.444129407	0.555870593	0.505
ENSMUSG00000052760	A630001G21Rik	0.5849	0.7742	0.2239	257.0	128594.0	0.427043545	2.150030519	0.009372665	168.0	0.07	64.0	0.54018	0.460559925	0.539440075	0.471
ENSMUSG00000085139	A730046J19Rik	0.7057	0.8635	0.0	1109.0	220383.0	0.886936593	2.049759858	0.040298863	848.0	0.56	9.0	0.611606	0.387018925	0.612981075	0.408
ENSMUSG00000048636	A730049H05Rik	0.8152	0.0	0.0	128.0	110322.0	0.86631016	1.697557092	0.061840009		0.25	20.0	0.586186	0.411976241	0.588023759	0.43675
ENSMUSG00000096923	A730071L15Rik	0.389	0.0	0.0	0.0	134280.0	0.459893048	1.559919803	0.621905941		0.26	6.0	0.511455			0.46775
ENSMUSG00000053181	A830005F24Rik	0.4771	0.0	0.0	152.0	133.0	0.155844156	1.726398946	0.53601859		-0.14	5.0	0.597674	0.30952381	0.69047619	0.4585
ENSMUSG00000045506	A930002H24Rik	0.6343	0.0	0.0	0.0	363774.0	0.038197097	5.596698344	0.101419878		-0.01	4.0	0.339431			0.49625
ENSMUSG00000054057	A930004D18Rik	0.4315	0.8216	0.1935	1106.0	40779.0	0.695951108	3.253530337	0.030368245		0.21	34.0	0.525867	0.452830189	0.547169811	0.43625
ENSMUSG00000025727	A930017K11Rik	0.8683	0.0	0.0	616.0	7629.0	0.289533995	2.85044383	0.060032362	579.0	0.18	16.0	0.433889	0.535164835	0.464835165	0.5645
ENSMUSG00000032671	A930018P22Rik	0.9721	0.6574	0.0	63.0	26968.0	0.100076394	2.061609001	0.291120081	61.0	0.91	10.0	0.462898	0.4797239	0.5202761	0.4965
ENSMUSG00000090622	A930033H14Rik	0.37	0.0	0.0	94.0	61665.0	1.626432391	3.808873976	0.721390054	68.0	0.2	10.0	0.49116	0.671195652	0.328804348	0.5375
ENSMUSG00000033213	AA467197	0.7551	0.6795	0.0	310.0	17786.0	0.056531704	1.903874347	0.136448598	234.0	0.69	6.0	0.557158	0.44124031	0.55875969	0.45625
ENSMUSG00000042510	AA986860	0.7328	0.6685	0.1157	331.0	2722.0	0.458365164	2.831278794	0.040876028	357.0	0.7	12.0	0.517751	0.464058328	0.535941672	0.462
ENSMUSG00000057191	AB124611	0.6289	0.6848	0.1146	90.0	15923.0	0.229182582	2.0047676	0.032204186	364.0	0.54	17.0	0.52636	0.468511878	0.531488122	0.4885
ENSMUSG00000095071	AF067061	0.8767	0.0451	0.0	167.0	24003.0	0.168831169	2.432465955	0.255516014	216.0	0.25	1.0	0.551282	0.40917782	0.59082218	0.431
ENSMUSG00000035875	AI182371	0.7359	0.9621	0.5142	7.0	39251.0	0.189457601	2.773091314	0.031386086	49.0	0.31	18.0	0.593287	0.402883506	0.597116494	0.435
ENSMUSG00000062753	AI413582	0.2624	0.3344	0.074	177.0	9183.0	0.189457601	2.102262651	0.143707094	793.0	1.36	7.0	0.426282	0.577912254	0.422087746	0.56225
ENSMUSG00000074384	AI429214	0.5678	0.7449	0.1833	97.0	41161.0	0.25592055	4.570896817	0.173485241	141.0	0.17	3.0	0.568394			0.429
ENSMUSG00000045165	AI467606	0.6817	0.7392	0.0951	202.0	4030.0	0.256684492	1.788434544	0.134651959	74.0	0.03	5.0	0.457382	0.54454023	0.45545977	0.5485
ENSMUSG00000010290	AI597479	0.261	0.3539	0.0544	55.0	87.0	0.503437739	2.130983938	0.075874471	98.0	1.16	9.0	0.578199	0.420246734	0.579753266	0.4465
ENSMUSG00000034382	AI661453	0.6965	0.6317	0.0601	0.0	14924.0	0.830404889	2.892042645	0.041052165	113.0	0.91	43.0	0.478986	0.509769401	0.490230599	0.49575
ENSMUSG00000047423	AI837181	0.2646	0.2226	0.0984	26.0	164.0	0.220779221	1.805269957	0.383233533	5.0	0.87	7.0	0.409217	0.556074766	0.443925234	0.609
ENSMUSG00000053297	AI854703	0.539	0.7627	0.1712	380.0	24701.0	0.521772345	1.671297551	0.08262314		0.23	13.0	0.453626	0.52246696	0.47753304	0.5145
ENSMUSG00000056383	AI987944	0.2764	0.5208	0.0723	84.0	239472.0	0.227654698	2.480276286	0.025158158	369.0	0.32	5.0	0.605738	0.392262828	0.607737172	0.47125
ENSMUSG00000078139	AK157302	0.4248	0.0	0.0	84.0	16316.0	0.280366692	2.178069093	0.190649351		0.2	3.0	0.530665			0.43325
ENSMUSG00000054753	AU018091	0.9598	0.4581	0.0	75.0	69950.39111111111	0.631016043	2.335836076	0.043143191	146.0	0.59	13.0	0.546312	0.446269061	0.553730939	0.442
ENSMUSG00000051669	AU021092	0.7294	0.6891	0.1273	42.0	18287.0	0.201680672	2.140909066	0.041229242	46.0	0.47	8.0	0.506729	0.485234384	0.514765616	0.475
ENSMUSG00000078584	AU022252	0.2715	0.3411	0.1331	0.0	14491.0	0.615737204	2.001850783	0.029787234	80.0	0.93	30.0	0.521329	0.476424361	0.523575639	0.50425
ENSMUSG00000028830	AU040320	0.2886	0.3482	0.1404	138.0	145.0	0.711229947	2.085946406	0.008179064	751.0	1.59	122.0	0.544809	0.452567078	0.547432922	0.5515
ENSMUSG00000078435	AU041133	0.2534	0.6509	0.0506	84.0	44660.0	0.268143621	1.754998796	0.022112238	275.0	0.25	15.0	0.601006	0.401222178	0.598777822	0.4475
ENSMUSG00000074166	AW146154	0.2368	0.6049	0.0649	595.0	473.0	0.761650115	2.693183118	0.047292797	775.0	0.27	13.0	0.598182	0.400034079	0.599965921	0.446
ENSMUSG00000039182	AW209491	0.1781	0.2958	0.0658	383.0	13476.0	0.772345302	3.035092479	0.280903955	750.0	0.36	10.0	0.562662	0.437236731	0.562763269	0.4485
ENSMUSG00000041935	AW549877	0.2622	0.2745	0.0936	31.0	16171.0	0.714285714	2.759114575	0.048865874	42.0	1.2	12.0	0.621882	0.372133426	0.627866574	0.43075
ENSMUSG00000038112	AW551984	0.7016	0.8005	0.1829	231.0	28555.0	0.501145913	2.769645551	0.049551704	629.0	0.44	10.0	0.594178	0.39361531	0.60638469	0.41975
ENSMUSG00000033632	AW554918	0.2813	0.618	0.087	23.0	315.0	0.942704354	2.310106955	0.003214798	51.0	1.17	145.0	0.607954	0.39116533	0.60883467	0.47475
ENSMUSG00000044820	AY074887	0.3604	0.8143	0.3118	160.0	209.0	0.351413293	2.097482705	1.481818182	173.0	0.01	2.0	0.453836			0.458
ENSMUSG00000036678	Aaas	0.3492	0.3227	0.0926	142.0	19051.0	0.274255157	2.720315091	0.035334559	157.0	1.64	16.0	0.5311	0.455922221	0.544077779	0.46175
ENSMUSG00000029482	Aacs	0.3451	0.4395	0.1049	164.0	34246.0	0.423223835	1.96586289	0.012043848	53.0	2.05	65.0	0.469914	0.526800146	0.473199854	0.526
ENSMUSG00000037257	Aagab	0.2674	0.2167	0.1854	40.0	166.0	0.851031322	2.33709358	0.025304078	28.0	1.47	50.0	0.534427	0.461471271	0.538528729	0.504
ENSMUSG00000057230	Aak1	0.376	0.4592	0.1314	537.0	55932.0	3.361344538	3.697173545	0.004339397	577.0	2.2	113.0	0.565374	0.430019499	0.569980501	0.519
ENSMUSG00000035642	Aamdc	0.2977	0.4056	0.0977	152.0	98542.0	0.090909091	2.454073676	0.044980801	1173.0	0.93	20.0	0.574142	0.423673268	0.576326732	0.526
ENSMUSG00000006299	Aamp	0.1777	0.2325	0.1752	116.0	6189.0	0.256684492	1.900594745	0.279591837	261.0	1.99	8.0	0.459277	0.521090201	0.478909799	0.534
ENSMUSG00000027628	Aar2	0.1802	0.1541	0.1366	334.0	126687.0	0.439266616	2.418816499	0.016792965	512.0	0.86	24.0	0.546896	0.438272981	0.561727019	0.45325
ENSMUSG00000068522	Aard	0.858	0.7766	0.1685	77.0	48359.0	0.237585943	2.321941245	0.058750223	58.0	0.04	12.0	0.534722	0.450796626	0.549203374	0.4725
ENSMUSG00000031960	Aars	0.2649	0.2762	0.1478	385.0	2150.0	1.009931245	2.915047437	0.023060091	216.0	2.32	47.0	0.514287	0.460778327	0.539221673	0.461
ENSMUSG00000023938	Aars2	0.2947	0.3944	0.1027	14.0	31425.0	0.415584416	1.627204204	0.029920023	9.0	1.19	34.0	0.467328	0.51154496	0.48845504	0.49675
ENSMUSG00000075528	Aarsd1	0.3254	0.1903	0.0707	228.0	50055.0	0.423987777	2.625647848	0.187233253	48.0	1.41	18.0	0.512944	0.475650578	0.524349422	0.4735
ENSMUSG00000055923	Aasdh	0.2447	0.3918	0.1302	218.0	247098.0	0.606569901	3.644045561	0.019357885	229.0	0.85	33.0	0.564229	0.428690034	0.571309966	0.4445
ENSMUSG00000025894	Aasdhppt	0.198	0.4117	0.0673	34.0	776692.0	0.380443086	2.460107469	0.056551066	91.0	1.43	8.0	0.638321	0.359598854	0.640401146	0.45425
ENSMUSG00000029695	Aass	0.7756	0.8397	0.2925	123.0	257485.0	0.627960275	3.514511907	0.012299597	126.0	1.79	39.0	0.596096	0.40139723	0.59860277	0.45925
ENSMUSG00000018697	Aatf	0.2316	0.4394	0.049	141.0	340401.0	0.344537815	2.178301645	0.006683652	136.0	1.54	60.0	0.586172	0.411903744	0.588096256	0.48425
ENSMUSG00000025375	Aatk	0.7894	0.6948	0.0933	0.0	104405.0	0.912910619	2.123005776	0.007778001	659.0	1.47	71.0	0.450157	0.538562874	0.461437126	0.60725
ENSMUSG00000057880	Abat	0.577	0.5295	0.1209	193.0	42641.0	0.779220779	2.428896291	0.004225964	435.0	1.77	103.0	0.53599	0.462320297	0.537679703	0.511
ENSMUSG00000015243	Abca1	0.4874	0.4448	0.0794	322.0	148016.0	1.611153552	2.502374047	0.004469057	249.0	2.21	134.0	0.557544	0.439632469	0.560367531	0.4945
ENSMUSG00000062017	Abca14	0.9256	0.5431	0.0	160.0	1852.0	0.893048128	2.296547237	0.006417333	136.0	0.37	71.0	0.598852	0.399775872	0.600224128	0.472
ENSMUSG00000026944	Abca2	0.5403	0.4927	0.1108	68.0	5324.0	1.092436975	1.517636003	0.021372045	62.0	2.42	42.0	0.420052	0.583566285	0.416433715	0.56075
ENSMUSG00000024130	Abca3	0.5332	0.4679	0.1154	564.0	993.0	1.012987013	1.926733529	0.009401856	601.0	1.28	71.0	0.514498	0.4776512	0.5223488	0.5355
ENSMUSG00000028125	Abca4	0.7273	0.9105	0.2897	105.0	91214.0	0.909854851	4.250037213	0.006083263	950.0	1.64	155.0	0.534262	0.462611216	0.537388784	0.49675
ENSMUSG00000018800	Abca5	0.6435	0.7085	0.0725	214.0	85902.0	1.529411765	3.672117537	0.009120054	160.0	1.56	55.0	0.614961	0.383278683	0.616721317	0.4485
ENSMUSG00000044749	Abca6	0.6775	0.8522	0.1274	218.0	83580.0	0.796027502	3.113973504	0.006830492	457.0	0.67	55.0	0.606428	0.390306525	0.609693475	0.36625
ENSMUSG00000035722	Abca7	0.4436	0.5615	0.0731	104.0	7910.0	0.829640947	1.766717968	0.055555556	76.0	0.89	40.0	0.447875	0.532181216	0.467818784	0.547
ENSMUSG00000041828	Abca8a	0.8286	0.6382	0.0801	83.0	100133.0	0.820473644	3.101462291	0.005160208	47.0	0.47	47.0	0.60155	0.395327998	0.604672002	0.39425
ENSMUSG00000020620	Abca8b	0.7888	0.655	0.1058	242.0	167799.0	1.242169595	3.277531914	0.012394552	553.0	0.66	45.0	0.597603	0.399142852	0.600857148	0.42975
ENSMUSG00000041797	Abca9	0.5425	0.5734	0.06	298.0	72218.0	0.983193277	3.29500288	0.006478969	75.0	0.74	51.0	0.594918	0.40123477	0.59876523	0.3955
ENSMUSG00000031974	Abcb10	0.3978	0.2133	0.2029	310.0	33857.0	1.383498854	1.67351087	0.049796185	146.0	1.63	48.0	0.507729	0.485014037	0.514985963	0.513
