symbol	Geneid	cardiomyocytes_probability	cardiomyocytes_distance	cardiomyocytes_p_value	cardiomyocytes_FDR	cardiomyocytes_rank	endothelial cells_probability	endothelial cells_distance	endothelial cells_p_value	endothelial cells_FDR	endothelial cells_rank	fibroblasts_probability	fibroblasts_distance	fibroblasts_p_value	fibroblasts_FDR	fibroblasts_rank	cardiomyocytes_exp	endothelial cells_exp	fibroblasts_exp
FOXC2	ENSG00000176692	0.999	7.114	0.0	0.0	167	1.0	8.698	0.0	0.0	53	1.0	7.981	0.0	0.0	117	0.708	3.955	2.573
KRT10	ENSG00000186395	0.999	7.114	0.0	0.0	168	0.999	7.512	0.0	0.0	117	1.0	7.947	0.0	0.0	119	8.794	8.903	9.048
SOX2	ENSG00000181449	0.999	7.087	0.0	0.0	169	1.0	8.109	0.0	0.0	72	0.986	4.29	0.001	0.009	862	-2.914	-0.392	-6.795
DNAJB5	ENSG00000137094	0.999	7.081	0.0	0.0	170	0.998	6.319	0.0	0.0	232	0.999	7.166	0.0	0.0	176	5.589	3.758	5.141
EBF1	ENSG00000164330	0.999	7.075	0.0	0.0	171	1.0	9.51	0.0	0.0	30	1.0	9.621	0.0	0.0	37	-4.637	0.82	1.204
G0S2	ENSG00000123689	0.999	7.073	0.0	0.0	172	0.997	5.913	0.0	0.0	301	0.999	7.404	0.0	0.0	158	11.611	8.389	10.443
TRDN	ENSG00000186439	0.999	7.071	0.0	0.0	173	0.992	4.766	0.0	0.002	566	0.998	6.233	0.0	0.0	298	5.79	0.927	3.683
HSPB1	ENSG00000106211	0.999	7.071	0.0	0.0	174	0.999	7.389	0.0	0.0	126	1.0	7.735	0.0	0.0	131	10.823	10.568	10.389
TNNI3	ENSG00000129991	0.999	7.054	0.0	0.0	175	0.998	6.207	0.0	0.0	252	0.999	7.499	0.0	0.0	149	13.64	10.823	12.282
PEG10	ENSG00000242265	0.999	7.053	0.0	0.0	176	0.993	4.911	0.0	0.001	506	0.998	6.441	0.0	0.0	259	5.139	0.661	3.555
LPP	ENSG00000145012	0.999	7.007	0.0	0.0	177	0.998	6.214	0.0	0.0	251	0.999	6.504	0.0	0.0	253	1.722	0.225	0.985
KIF1A	ENSG00000130294	0.999	6.976	0.0	0.0	178	0.988	4.419	0.0	0.007	701	0.996	5.614	0.0	0.0	406	1.207	-3.679	-0.941
MAF	ENSG00000178573	0.999	6.952	0.0	0.0	179	0.999	7.587	0.0	0.0	112	1.0	7.748	0.0	0.0	129	3.517	4.626	4.717
SMYD1	ENSG00000115593	0.999	6.952	0.0	0.0	180	0.99	4.623	0.0	0.004	616	0.998	6.046	0.0	0.0	330	5.364	0.499	3.221
NACA2	ENSG00000253506	0.999	6.929	0.0	0.0	181	0.999	7.392	0.0	0.0	125	0.999	7.38	0.0	0.0	160	5.335	5.925	5.581
NTRK3	ENSG00000140538	0.999	6.907	0.0	0.0	182	0.999	7.094	0.0	0.0	148	0.999	6.953	0.0	0.0	194	-5.367	-4.224	-3.778
LRRTM3	ENSG00000198739	0.999	6.906	0.0	0.0	183	0.984	4.124	0.001	0.017	837	0.978	3.776	0.003	0.039	1109	-2.19	-7.168	-6.795
TNS1	ENSG00000079308	0.999	6.902	0.0	0.0	184	0.998	6.261	0.0	0.0	245	0.998	6.287	0.0	0.0	283	3.737	2.336	2.415
PDLIM3	ENSG00000154553	0.999	6.899	0.0	0.0	185	0.998	6.37	0.0	0.0	228	0.999	7.005	0.0	0.0	191	7.515	5.943	6.736
PYGM	ENSG00000068976	0.999	6.897	0.0	0.0	186	0.979	3.837	0.002	0.036	989	0.998	6.268	0.0	0.0	288	4.815	-1.423	3.26
XIRP1	ENSG00000168334	0.999	6.876	0.0	0.0	187	0.979	3.865	0.002	0.034	969	0.998	6.208	0.0	0.0	302	8.826	2.277	6.435
LMOD3	ENSG00000163380	0.999	6.851	0.0	0.0	188	0.992	4.825	0.0	0.002	532	0.998	6.298	0.0	0.0	280	7.696	3.184	5.723
ID4	ENSG00000172201	0.999	6.818	0.0	0.0	189	0.996	5.518	0.0	0.0	361	0.999	7.04	0.0	0.0	188	6.646	3.659	6.239
TYRP1	ENSG00000107165	0.999	6.818	0.0	0.0	190	0.983	4.042	0.001	0.021	876	0.999	6.635	0.0	0.0	234	4.756	-0.919	4.002
BTG2	ENSG00000159388	0.999	6.818	0.0	0.0	191	0.999	7.117	0.0	0.0	145	1.0	7.633	0.0	0.0	138	9.036	8.926	9.212
SLC26A9	ENSG00000174502	0.999	6.796	0.0	0.0	192	0.971	3.503	0.006	0.08	1211	0.993	5.005	0.0	0.001	570	3.115	-3.402	-0.154
C2orf16	ENSG00000221843	0.999	6.782	0.0	0.0	193	0.998	6.119	0.0	0.0	269	0.992	4.861	0.0	0.001	626	-4.826	-5.395	-6.795
NR4A2	ENSG00000153234	0.999	6.78	0.0	0.0	194	0.999	7.028	0.0	0.0	157	0.996	5.443	0.0	0.0	443	4.362	4.631	1.653
SFN	ENSG00000175793	0.999	6.778	0.0	0.0	195	0.994	5.179	0.0	0.001	441	0.845	1.699	0.242	1.0	3271	2.049	-1.053	-6.795
TRPM3	ENSG00000083067	0.999	6.772	0.0	0.0	196	1.0	7.614	0.0	0.0	110	1.0	7.821	0.0	0.0	126	-6.838	-4.267	-3.205
DTNA	ENSG00000134769	0.999	6.765	0.0	0.0	197	0.996	5.399	0.0	0.0	379	0.996	5.431	0.0	0.0	451	2.989	0.248	0.55
ID2	ENSG00000115738	0.999	6.762	0.0	0.0	198	0.999	7.244	0.0	0.0	137	1.0	7.744	0.0	0.0	130	8.847	9.115	9.354
SLN	ENSG00000170290	0.999	6.761	0.0	0.0	199	0.998	6.145	0.0	0.0	266	0.999	6.857	0.0	0.0	202	9.578	7.627	8.389
FITM1	ENSG00000139914	0.999	6.756	0.0	0.0	200	0.997	5.832	0.0	0.0	314	0.999	6.737	0.0	0.0	219	9.832	7.253	8.389
ZNF521	ENSG00000198795	0.999	6.752	0.0	0.0	201	0.997	5.923	0.0	0.0	296	0.999	6.619	0.0	0.0	237	-0.667	-1.987	-0.296
CSRP3	ENSG00000129170	0.999	6.748	0.0	0.0	202	0.995	5.373	0.0	0.0	389	0.999	6.593	0.0	0.0	239	9.628	6.19	7.985
ARID2	ENSG00000189079	0.999	6.725	0.0	0.0	203	0.999	6.608	0.0	0.0	201	0.997	5.677	0.0	0.0	394	0.325	0.293	-1.102
CASZ1	ENSG00000130940	0.999	6.724	0.0	0.0	204	0.999	6.649	0.0	0.0	195	0.993	5.028	0.0	0.001	568	0.839	0.837	-1.826
GREM1	ENSG00000166923	0.999	6.722	0.0	0.0	205	0.999	6.532	0.0	0.0	209	0.999	6.508	0.0	0.0	250	6.27	5.488	5.168
CD36	ENSG00000135218	0.999	6.722	0.0	0.0	206	1.0	7.872	0.0	0.0	89	0.999	6.64	0.0	0.0	233	8.604	10.201	7.286
HSPA6	ENSG00000173110	0.999	6.713	0.0	0.0	207	1.0	7.822	0.0	0.0	93	1.0	7.842	0.0	0.0	124	5.232	7.094	6.69
JAG1	ENSG00000101384	0.999	6.706	0.0	0.0	208	1.0	8.158	0.0	0.0	68	1.0	7.707	0.0	0.0	133	1.994	4.854	3.847
PURA	ENSG00000185129	0.999	6.682	0.0	0.0	209	0.999	6.725	0.0	0.0	184	0.999	7.044	0.0	0.0	187	6.379	6.04	6.267
KLHL14	ENSG00000197705	0.999	6.681	0.0	0.0	210	1.0	12.097	0.0	0.0	4	1.0	9.37	0.0	0.0	48	-14.845	-2.524	-6.795
MPP2	ENSG00000108852	0.999	6.674	0.0	0.0	211	0.94	2.752	0.04	0.337	1857	0.999	6.725	0.0	0.0	223	1.804	-5.809	2.029
MYPN	ENSG00000138347	0.999	6.673	0.0	0.0	212	0.984	4.111	0.001	0.017	842	0.994	5.178	0.0	0.0	519	3.475	-1.652	0.659
NCAM1	ENSG00000149294	0.999	6.656	0.0	0.0	213	0.968	3.402	0.008	0.1	1278	0.996	5.569	0.0	0.0	416	1.984	-4.343	0.171
VMP1	ENSG00000062716	0.999	6.649	0.0	0.0	214	0.999	7.033	0.0	0.0	156	0.999	7.438	0.0	0.0	153	6.122	6.476	6.809
FGF12	ENSG00000114279	0.999	6.646	0.0	0.0	215	0.992	4.834	0.0	0.002	528	0.996	5.453	0.0	0.0	440	3.32	-0.327	1.065
AHNAK	ENSG00000124942	0.999	6.645	0.0	0.0	216	1.0	8.148	0.0	0.0	69	1.0	7.662	0.0	0.0	137	5.611	8.202	6.789
MAPT	ENSG00000186868	0.999	6.621	0.0	0.0	217	0.973	3.576	0.005	0.068	1150	0.997	5.815	0.0	0.0	366	1.166	-4.668	0.006
MLF1	ENSG00000178053	0.999	6.619	0.0	0.0	218	0.995	5.363	0.0	0.0	393	0.998	6.414	0.0	0.0	262	6.474	3.59	5.349
APOB	ENSG00000084674	0.999	6.608	0.0	0.0	219	0.994	5.144	0.0	0.001	448	0.988	4.399	0.0	0.007	809	2.176	-0.678	-1.659
CCL2	ENSG00000108691	0.999	6.604	0.0	0.0	220	1.0	8.996	0.0	0.0	46	1.0	9.589	0.0	0.0	38	7.807	11.911	12.033
TRIM63	ENSG00000158022	0.999	6.594	0.0	0.0	221	0.985	4.201	0.001	0.013	808	0.997	5.74	0.0	0.0	384	6.877	1.733	4.536
POU3F1	ENSG00000185668	0.999	6.591	0.0	0.0	222	0.465	-0.141	0.873	1.0	7308	0.997	5.939	0.0	0.0	350	3.333	-9.921	2.024
FIGN	ENSG00000182263	0.999	6.573	0.0	0.0	223	0.995	5.301	0.0	0.0	404	0.998	6.06	0.0	0.0	327	0.799	-1.537	0.219
BMP5	ENSG00000112175	0.999	6.544	0.0	0.0	224	0.996	5.601	0.0	0.0	344	0.994	5.197	0.0	0.0	511	1.195	-0.539	-0.925
TRIM55	ENSG00000147573	0.999	6.538	0.0	0.0	225	0.993	5.018	0.0	0.001	474	0.997	5.669	0.0	0.0	396	5.119	1.859	3.087
ADAMTS1	ENSG00000154734	0.999	6.521	0.0	0.0	226	0.999	7.336	0.0	0.0	131	0.999	6.731	0.0	0.0	221	7.498	8.554	6.907
FOXC1	ENSG00000054598	0.998	6.501	0.0	0.0	227	1.0	9.089	0.0	0.0	43	1.0	8.43	0.0	0.0	94	2.561	7.582	5.939
CXXC4	ENSG00000168772	0.998	6.5	0.0	0.0	228	0.992	4.797	0.0	0.002	546	0.967	3.385	0.009	0.097	1382	3.026	-0.379	-2.552
NKX2-5	ENSG00000183072	0.998	6.481	0.0	0.0	229	0.988	4.398	0.0	0.007	713	0.996	5.572	0.0	0.0	415	6.695	2.174	4.29
HAMP	ENSG00000105697	0.998	6.479	0.0	0.0	230	0.984	4.115	0.001	0.017	841	0.763	1.169	0.433	1.0	4170	2.554	-2.093	-6.795
HSPA1A	ENSG00000204389	0.998	6.469	0.0	0.0	231	0.999	7.418	0.0	0.0	122	0.999	7.58	0.0	0.0	143	11.361	12.282	11.611
LMO1	ENSG00000166407	0.998	6.469	0.0	0.0	232	0.993	4.959	0.0	0.001	492	0.932	2.621	0.052	0.403	2039	-0.631	-3.284	-6.795
SIX4	ENSG00000100625	0.998	6.466	0.0	0.0	233	0.997	5.906	0.0	0.0	303	0.982	3.985	0.001	0.022	999	1.482	0.465	-2.689
GADD45B	ENSG00000099860	0.998	6.466	0.0	0.0	234	0.999	6.77	0.0	0.0	179	0.999	7.383	0.0	0.0	159	11.491	11.139	11.374
SLC4A3	ENSG00000114923	0.998	6.446	0.0	0.0	235	0.978	3.801	0.003	0.039	1011	0.997	5.798	0.0	0.0	369	6.732	1.11	4.779
FUT11	ENSG00000196968	0.998	6.445	0.0	0.0	236	0.999	7.489	0.0	0.0	119	0.999	7.43	0.0	0.0	154	5.53	7.232	6.676
UNC45B	ENSG00000141161	0.998	6.43	0.0	0.0	237	0.983	4.07	0.001	0.019	862	0.994	5.037	0.0	0.001	563	5.382	0.455	2.379
ITGB1BP2	ENSG00000147166	0.998	6.429	0.0	0.0	238	0.992	4.82	0.0	0.002	537	0.997	5.799	0.0	0.0	368	7.974	4.248	5.814
BCL11B	ENSG00000127152	0.998	6.429	0.0	0.0	239	0.996	5.65	0.0	0.0	336	0.999	7.471	0.0	0.0	150	-5.093	-5.865	-1.807
NPR3	ENSG00000113389	0.998	6.427	0.0	0.0	240	1.0	7.77	0.0	0.0	98	0.995	5.21	0.0	0.0	505	1.677	4.357	-0.307
SLC2A4	ENSG00000181856	0.998	6.419	0.0	0.0	241	0.986	4.262	0.001	0.011	771	0.997	5.798	0.0	0.0	370	7.119	2.41	5.139
CKMT2	ENSG00000131730	0.998	6.415	0.0	0.0	242	0.988	4.377	0.0	0.008	723	0.997	5.779	0.0	0.0	375	7.701	3.164	5.584
POPDC2	ENSG00000121577	0.998	6.415	0.0	0.0	243	0.992	4.858	0.0	0.002	522	0.996	5.637	0.0	0.0	402	6.612	3.127	4.455
MARCKS	ENSG00000277443	0.998	6.413	0.0	0.0	244	1.0	8.325	0.0	0.0	60	1.0	8.048	0.0	0.0	112	4.675	8.161	7.129
HJV	ENSG00000168509	0.998	6.407	0.0	0.0	245	0.979	3.837	0.002	0.036	990	0.998	6.112	0.0	0.0	314	7.051	1.544	5.658
SH3RF2	ENSG00000156463	0.998	6.404	0.0	0.0	246	0.99	4.563	0.0	0.005	639	0.996	5.427	0.0	0.0	455	4.535	0.706	2.425
SCUBE3	ENSG00000146197	0.998	6.404	0.0	0.0	247	0.997	5.845	0.0	0.0	310	0.999	7.324	0.0	0.0	164	-0.562	-1.366	1.639
FABP3	ENSG00000121769	0.998	6.397	0.0	0.0	248	0.996	5.426	0.0	0.0	372	0.998	6.448	0.0	0.0	257	10.748	7.985	9.254
DLG2	ENSG00000150672	0.998	6.394	0.0	0.0	249	0.998	6.174	0.0	0.0	260	0.999	6.895	0.0	0.0	199	-6.282	-5.841	-3.719
CDK5R1	ENSG00000176749	0.998	6.386	0.0	0.0	250	0.417	-0.334	0.909	1.0	7840	0.997	5.742	0.0	0.0	382	3.31	-9.921	2.018
AQP1	ENSG00000240583	0.998	6.386	0.0	0.0	251	1.0	8.886	0.0	0.0	48	0.999	6.807	0.0	0.0	211	4.852	9.469	5.138
NMRK2	ENSG00000077009	0.998	6.384	0.0	0.0	252	0.997	5.658	0.0	0.0	333	0.998	6.391	0.0	0.0	266	9.523	7.364	8.186
SYNPO	ENSG00000171992	0.998	6.373	0.0	0.0	253	0.997	5.933	0.0	0.0	294	0.996	5.508	0.0	0.0	425	5.194	4.036	3.158
CHRM2	ENSG00000181072	0.998	6.371	0.0	0.0	254	0.954	3.028	0.021	0.211	1582	0.992	4.86	0.0	0.001	627	2.481	-4.07	-0.172
TFAP2A	ENSG00000137203	0.998	6.364	0.0	0.0	255	0.989	4.54	0.0	0.005	645	0.996	5.601	0.0	0.0	408	-7.338	-9.921	-6.795
COL6A3	ENSG00000163359	0.998	6.361	0.0	0.0	256	0.997	5.917	0.0	0.0	299	0.999	7.584	0.0	0.0	142	3.812	2.785	5.703
SLC5A1	ENSG00000100170	0.998	6.356	0.0	0.0	257	0.976	3.69	0.004	0.052	1084	0.989	4.534	0.0	0.004	742	4.165	-1.237	0.642
MAB21L1	ENSG00000180660	0.998	6.338	0.0	0.0	258	1.0	7.876	0.0	0.0	88	1.0	8.265	0.0	0.0	102	0.832	3.98	4.536
KRT8	ENSG00000170421	0.998	6.335	0.0	0.0	259	0.995	5.221	0.0	0.0	425	0.996	5.467	0.0	0.0	437	6.592	3.972	4.277
SORBS2	ENSG00000154556	0.998	6.334	0.0	0.0	260	0.993	4.972	0.0	0.001	489	0.994	5.181	0.0	0.0	515	3.976	1.141	1.662
HHATL	ENSG00000010282	0.998	6.322	0.0	0.0	261	0.984	4.091	0.001	0.018	855	0.997	5.674	0.0	0.0	395	7.028	2.184	5.018
ACTN1	ENSG00000072110	0.998	6.316	0.0	0.0	262	0.999	6.643	0.0	0.0	197	0.998	6.274	0.0	0.0	286	2.858	3.434	2.711
CELSR2	ENSG00000143126	0.998	6.312	0.0	0.0	263	0.979	3.84	0.002	0.036	987	0.992	4.81	0.0	0.002	640	1.182	-3.541	-1.207
JUP	ENSG00000173801	0.998	6.312	0.0	0.0	264	0.995	5.374	0.0	0.0	388	0.997	5.701	0.0	0.0	390	4.423	2.369	2.976
DMKN	ENSG00000161249	0.998	6.309	0.0	0.0	265	0.996	5.565	0.0	0.0	353	0.999	6.517	0.0	0.0	249	5.001	3.267	4.885
CADM1	ENSG00000182985	0.998	6.308	0.0	0.0	266	0.984	4.126	0.001	0.017	836	0.991	4.714	0.0	0.002	671	1.105	-3.04	-1.432
IER5	ENSG00000162783	0.998	6.303	0.0	0.0	267	0.998	6.497	0.0	0.0	211	0.998	6.138	0.0	0.0	308	7.689	7.513	6.403
SLC35D3	ENSG00000182747	0.998	6.294	0.0	0.0	268	0.705	0.873	0.55	1.0	4836	0.874	1.935	0.175	0.946	2899	0.483	-9.921	-6.795
ATP1B4	ENSG00000101892	0.998	6.28	0.0	0.0	269	0.986	4.287	0.001	0.011	752	0.895	2.146	0.126	0.762	2590	-0.008	-3.67	-6.795
STMN1	ENSG00000117632	0.998	6.264	0.0	0.0	270	0.998	6.425	0.0	0.0	220	0.996	5.641	0.0	0.0	400	6.834	6.678	4.904
KLF7	ENSG00000118263	0.998	6.243	0.0	0.0	271	0.999	7.284	0.0	0.0	135	0.998	6.186	0.0	0.0	304	0.621	2.82	0.879
INTS6	ENSG00000102786	0.998	6.238	0.0	0.0	272	0.998	5.993	0.0	0.0	288	0.998	6.116	0.0	0.0	312	5.689	4.86	4.86
SGCA	ENSG00000108823	0.998	6.219	0.0	0.0	273	0.991	4.75	0.0	0.002	571	0.997	5.768	0.0	0.0	379	6.199	2.926	4.693
PRRG3	ENSG00000130032	0.998	6.21	0.0	0.0	274	0.998	6.288	0.0	0.0	239	0.998	6.461	0.0	0.0	255	8.615	8.118	7.883
DPF3	ENSG00000205683	0.998	6.208	0.0	0.0	275	0.983	4.062	0.001	0.02	865	0.988	4.387	0.0	0.007	817	0.706	-3.328	-2.153
CEL	ENSG00000170835	0.998	6.202	0.0	0.0	276	0.759	1.147	0.442	1.0	4271	0.901	2.205	0.114	0.712	2512	-0.311	-9.921	-6.795
NR0B2	ENSG00000131910	0.998	6.194	0.0	0.0	277	0.997	5.945	0.0	0.0	291	0.992	4.854	0.0	0.001	629	4.87	4.117	2.058
JARID2	ENSG00000008083	0.998	6.192	0.0	0.0	278	0.999	6.533	0.0	0.0	208	0.997	5.685	0.0	0.0	393	-1.017	-0.018	-1.236
PLEC	ENSG00000178209	0.998	6.185	0.0	0.0	279	0.999	6.671	0.0	0.0	192	0.997	5.74	0.0	0.0	385	2.83	3.723	1.986
YBX3	ENSG00000060138	0.998	6.185	0.0	0.0	280	0.998	6.059	0.0	0.0	278	0.998	6.309	0.0	0.0	278	7.683	6.88	6.903
TXNIP	ENSG00000265972	0.998	6.175	0.0	0.0	281	1.0	7.603	0.0	0.0	111	0.999	7.146	0.0	0.0	178	9.97	11.969	10.24
FGF9	ENSG00000102678	0.998	6.167	0.0	0.0	282	0.961	3.192	0.014	0.154	1443	0.994	5.177	0.0	0.0	520	3.097	-2.798	1.24
SMARCA1	ENSG00000102038	0.998	6.166	0.0	0.0	283	0.993	5.0	0.0	0.001	484	0.997	5.735	0.0	0.0	386	3.933	1.483	2.896
ARRDC3	ENSG00000113369	0.998	6.157	0.0	0.0	284	0.996	5.625	0.0	0.0	339	0.998	6.282	0.0	0.0	285	4.906	3.597	4.663
EEF1A2	ENSG00000101210	0.998	6.143	0.0	0.0	285	0.969	3.438	0.007	0.092	1253	0.993	4.895	0.0	0.001	614	5.781	0.138	2.954
CELSR1	ENSG00000075275	0.998	6.14	0.0	0.0	286	0.997	5.902	0.0	0.0	304	0.994	5.064	0.0	0.001	554	-1.172	-1.288	-2.362
LPL	ENSG00000175445	0.998	6.139	0.0	0.0	287	0.997	5.727	0.0	0.0	326	0.996	5.43	0.0	0.0	452	7.0	5.71	4.89
ACAP1	ENSG00000072818	0.998	6.137	0.0	0.0	288	0.993	4.937	0.0	0.001	498	0.996	5.633	0.0	0.0	403	5.993	3.267	4.432
COX4I1	ENSG00000131143	0.998	6.123	0.0	0.0	289	0.997	5.899	0.0	0.0	305	0.999	6.7	0.0	0.0	226	12.586	11.092	11.661
RHOB	ENSG00000143878	0.998	6.121	0.0	0.0	290	0.999	6.778	0.0	0.0	176	0.999	6.742	0.0	0.0	218	8.169	8.847	8.171
SFRP5	ENSG00000120057	0.998	6.121	0.0	0.0	291	0.989	4.462	0.0	0.006	685	0.996	5.651	0.0	0.0	399	3.955	0.542	2.847
ANGPTL7	ENSG00000171819	0.998	6.111	0.0	0.0	292	0.392	-0.44	0.925	1.0	8129	0.982	4.001	0.001	0.021	990	2.94	-9.921	-0.855
MYOM3	ENSG00000142661	0.998	6.105	0.0	0.0	293	0.942	2.782	0.037	0.321	1829	0.994	5.166	0.0	0.0	525	5.215	-1.576	3.039
EFNA5	ENSG00000184349	0.998	6.105	0.0	0.0	294	0.972	3.555	0.005	0.071	1169	0.989	4.467	0.0	0.005	776	0.391	-4.396	-2.083
SLC30A3	ENSG00000115194	0.998	6.09	0.0	0.0	295	0.995	5.261	0.0	0.0	413	0.991	4.707	0.0	0.002	673	4.062	2.257	1.327
GADD45G	ENSG00000130222	0.998	6.077	0.0	0.0	296	0.993	4.919	0.0	0.001	503	0.999	6.771	0.0	0.0	216	10.112	7.048	9.871
THBS1	ENSG00000137801	0.998	6.073	0.0	0.0	297	0.997	5.813	0.0	0.0	319	0.999	6.689	0.0	0.0	229	4.377	3.651	5.097
KLF6	ENSG00000067082	0.998	6.058	0.0	0.0	298	1.0	7.656	0.0	0.0	108	0.999	7.451	0.0	0.0	151	6.288	8.996	8.009
TXNDC17	ENSG00000129235	0.998	6.053	0.0	0.0	299	0.998	5.996	0.0	0.0	286	0.999	6.728	0.0	0.0	222	9.457	8.609	9.305
TLE4	ENSG00000106829	0.998	6.046	0.0	0.0	300	0.999	6.792	0.0	0.0	175	0.998	6.435	0.0	0.0	261	0.384	2.03	1.471
BLCAP	ENSG00000166619	0.998	6.044	0.0	0.0	301	0.998	6.225	0.0	0.0	250	0.998	6.146	0.0	0.0	307	6.872	6.753	6.209
MYO15A	ENSG00000091536	0.998	6.034	0.0	0.0	302	0.999	7.357	0.0	0.0	130	1.0	8.616	0.0	0.0	83	-8.826	-5.118	-2.112
DCN	ENSG00000011465	0.998	6.032	0.0	0.0	303	0.999	7.069	0.0	0.0	152	1.0	10.196	0.0	0.0	28	4.639	6.419	11.546
ELN	ENSG00000049540	0.998	6.023	0.0	0.0	304	0.999	7.101	0.0	0.0	146	1.0	8.039	0.0	0.0	113	0.036	2.367	4.054
PPP1R1A	ENSG00000135447	0.998	6.016	0.0	0.0	305	0.99	4.547	0.0	0.005	642	0.998	6.01	0.0	0.0	334	8.156	4.685	7.058
EPC1	ENSG00000120616	0.998	6.004	0.0	0.0	306	0.998	6.267	0.0	0.0	243	0.997	5.925	0.0	0.0	351	2.982	3.42	2.747
NPPB	ENSG00000120937	0.998	6.003	0.0	0.0	307	0.994	5.059	0.0	0.001	462	0.998	6.131	0.0	0.0	309	11.076	8.332	9.653
KLHL31	ENSG00000124743	0.998	5.999	0.0	0.0	308	0.982	3.984	0.001	0.024	909	0.996	5.449	0.0	0.0	442	7.377	2.919	5.474
TRIM54	ENSG00000138100	0.997	5.989	0.0	0.0	309	0.983	4.051	0.001	0.021	872	0.995	5.207	0.0	0.0	506	5.251	1.161	3.346
BMP10	ENSG00000163217	0.997	5.976	0.0	0.0	310	0.588	0.354	0.741	1.0	6086	0.805	1.416	0.339	1.0	3709	0.919	-9.921	-6.795
ADRB2	ENSG00000169252	0.997	5.974	0.0	0.0	311	0.999	6.69	0.0	0.0	189	0.994	5.105	0.0	0.001	545	6.504	7.466	4.204
LRRC14B	ENSG00000185028	0.997	5.974	0.0	0.0	312	0.29	-0.897	0.971	1.0	9349	0.996	5.554	0.0	0.0	420	3.636	-9.921	2.678
NRXN1	ENSG00000179915	0.997	5.972	0.0	0.0	313	0.977	3.756	0.003	0.044	1047	0.993	4.94	0.0	0.001	592	-2.223	-6.092	-3.132
MT3	ENSG00000087250	0.997	5.955	0.0	0.0	314	0.986	4.268	0.001	0.011	765	0.996	5.617	0.0	0.0	404	7.667	3.818	6.076
COL3A1	ENSG00000168542	0.997	5.955	0.0	0.0	315	1.0	8.018	0.0	0.0	78	1.0	9.34	0.0	0.0	50	-0.036	4.229	6.407
NEFM	ENSG00000104722	0.997	5.946	0.0	0.0	316	0.973	3.57	0.005	0.069	1159	0.985	4.192	0.001	0.012	910	2.551	-2.12	-0.545
SRL	ENSG00000185739	0.997	5.944	0.0	0.0	317	0.984	4.11	0.001	0.017	844	0.993	4.945	0.0	0.001	590	5.241	1.355	2.957
ATF3	ENSG00000162772	0.997	5.935	0.0	0.0	318	0.997	5.845	0.0	0.0	311	0.998	5.993	0.0	0.0	339	9.128	8.248	7.955
TNNI1	ENSG00000159173	0.997	5.934	0.0	0.0	319	0.988	4.392	0.0	0.008	717	0.995	5.327	0.0	0.0	475	5.293	1.972	3.688
NBPF20	ENSG00000162825	0.997	5.933	0.0	0.0	320	0.998	6.303	0.0	0.0	237	0.996	5.493	0.0	0.0	430	-1.303	-0.221	-1.344
KLF5	ENSG00000102554	0.997	5.93	0.0	0.0	321	0.993	5.004	0.0	0.001	481	0.997	5.943	0.0	0.0	348	2.2	0.397	2.278
C10orf71	ENSG00000177354	0.997	5.93	0.0	0.0	322	0.98	3.877	0.002	0.033	965	0.973	3.589	0.005	0.06	1249	3.878	-0.295	-0.5
SMAD6	ENSG00000137834	0.997	5.929	0.0	0.0	323	0.999	7.232	0.0	0.0	138	0.998	6.264	0.0	0.0	289	2.592	5.101	3.158
DHRS7C	ENSG00000184544	0.997	5.926	0.0	0.0	324	0.977	3.771	0.003	0.042	1038	0.996	5.417	0.0	0.0	459	5.305	0.787	3.87
MN1	ENSG00000169184	0.997	5.92	0.0	0.0	325	0.996	5.488	0.0	0.0	365	0.999	7.226	0.0	0.0	175	-0.096	-0.699	2.694
PAPOLB	ENSG00000218823	0.997	5.919	0.0	0.0	326	0.982	3.993	0.001	0.024	902	0.807	1.429	0.334	1.0	3692	0.768	-2.842	-6.795
PABPC3	ENSG00000151846	0.997	5.914	0.0	0.0	327	0.999	6.57	0.0	0.0	207	0.997	5.977	0.0	0.0	340	0.726	2.164	1.174
HMCN2	ENSG00000148357	0.997	5.913	0.0	0.0	328	1.0	8.723	0.0	0.0	50	1.0	8.798	0.0	0.0	72	-8.748	-2.146	-1.517
REXO2	ENSG00000076043	0.997	5.912	0.0	0.0	329	0.996	5.57	0.0	0.0	351	0.998	6.393	0.0	0.0	265	9.41	8.01	8.926
LRRTM2	ENSG00000146006	0.997	5.891	0.0	0.0	330	0.999	7.222	0.0	0.0	139	0.998	6.126	0.0	0.0	310	-0.497	2.383	0.489
CDH2	ENSG00000170558	0.997	5.889	0.0	0.0	331	0.952	2.988	0.023	0.226	1623	0.99	4.62	0.0	0.003	706	3.949	-1.888	1.438
FOXA1	ENSG00000129514	0.997	5.883	0.0	0.0	332	0.893	2.127	0.13	0.786	2592	0.96	3.188	0.014	0.147	1526	-3.137	-9.921	-6.795
APOBEC2	ENSG00000124701	0.997	5.882	0.0	0.0	333	0.985	4.208	0.001	0.013	803	0.994	5.035	0.0	0.001	564	6.515	2.81	4.254
FAT3	ENSG00000165323	0.997	5.879	0.0	0.0	334	1.0	7.744	0.0	0.0	100	1.0	8.692	0.0	0.0	77	-11.481	-6.445	-3.861
ZNF608	ENSG00000168916	0.997	5.865	0.0	0.0	335	0.995	5.301	0.0	0.0	403	0.994	5.126	0.0	0.001	535	1.468	0.448	0.364
